950,6
951,7
952,8
953,9
954,10
955,11
956,12
957,13
958,14
959,15
960,1
961,2
962,3
963,4
964,5
965,6
966,7
967,8
968,9
969,10
970,11
971,12
972,13
973,14
974,15
975,1
976,2
977,3
978,4
979,5
980,6
981,7
982,8
983,9
984,10
985,11
986,12
987,13
988,14
989,15
990,1
991,2
992,3
993,4
994,5
995,6
996,7
997,8
998,9
999,10
1000,11
